time,x,y,z
261100,0.04,0.0,-0.85
261200,0.03,0.0,-0.88
261300,0.04,0.01,-0.87
261400,0.04,0.0,-0.88
261500,0.03,0.0,-0.86
261600,0.04,0.0,-0.87
261700,0.03,0.0,-0.87
261800,0.03,0.01,-0.87
261900,0.04,0.0,-0.87
262000,0.04,0.0,-0.87
262100,0.04,0.0,-0.87
262200,0.04,0.0,-0.87
262300,0.04,0.01,-0.87
262400,0.04,0.0,-0.87
262500,0.04,0.0,-0.86
262600,0.03,0.0,-0.87
262700,0.03,0.01,-0.87
262800,0.04,0.0,-0.87
262900,0.04,0.0,-0.87
263000,0.03,0.0,-0.86
263100,0.04,0.0,-0.86
263200,0.04,0.0,-0.87
263300,0.04,0.0,-0.87
263400,0.04,0.0,-0.87
263500,0.03,0.01,-0.86
263600,0.04,0.0,-0.88
263700,0.04,0.0,-0.87
263800,0.04,0.0,-0.87
263900,0.04,0.0,-0.87
264000,0.04,0.01,-0.88
264100,0.04,0.0,-0.87
264200,0.03,0.0,-0.87
264300,0.03,0.01,-0.87
264400,0.04,0.0,-0.87
264500,0.04,0.0,-0.87
264600,0.04,0.0,-0.87
264700,0.04,0.01,-0.87
264800,0.04,0.0,-0.87
264900,0.04,0.0,-0.86
265000,0.04,0.0,-0.87
265100,0.04,0.0,-0.86
265200,0.03,0.01,-0.87
265300,0.03,0.0,-0.86
265400,0.04,0.0,-0.87
265500,0.04,0.01,-0.87
265600,0.04,0.0,-0.87
265700,0.04,0.0,-0.86
265800,0.04,0.0,-0.87
265900,0.03,0.0,-0.88
266000,0.04,0.01,-0.86
266100,0.03,0.01,-0.87
266200,0.04,0.01,-0.87
266300,0.04,0.0,-0.87
266400,0.03,0.0,-0.86
266500,0.04,0.01,-0.86
266600,0.04,0.0,-0.88
266700,0.04,0.01,-0.86
266800,0.04,0.0,-0.87
266900,0.04,0.0,-0.87
267000,0.04,0.0,-0.87
267100,0.04,0.0,-0.86
267200,0.04,0.0,-0.86
267300,0.04,0.0,-0.86
267400,0.04,0.0,-0.87
267500,0.03,0.0,-0.87
267600,0.03,0.0,-0.87
267700,0.04,0.01,-0.87
267800,0.04,0.0,-0.87
267900,0.03,0.0,-0.86
268000,0.04,0.0,-0.87
268100,0.04,0.01,-0.88
268200,0.03,0.0,-0.86
268300,0.04,0.01,-0.86
268400,0.03,0.0,-0.87
268500,0.04,0.01,-0.87
268600,0.04,0.01,-0.87
268700,0.04,0.0,-0.87
268800,0.03,0.01,-0.88
268900,0.04,0.0,-0.87
269000,0.03,0.0,-0.86
269100,0.04,0.01,-0.87
269200,0.04,0.0,-0.87
269300,0.04,0.0,-0.86
269400,0.04,0.0,-0.87
269500,0.03,0.0,-0.87
269600,0.04,0.0,-0.87
269700,0.04,0.0,-0.87
269800,0.04,0.0,-0.87
269900,0.04,0.0,-0.88
270000,0.03,0.0,-0.87
270100,0.04,0.01,-0.87
270200,0.04,0.0,-0.86
270300,0.04,0.0,-0.87
270400,0.04,0.01,-0.86
270500,0.04,0.0,-0.87
270600,0.04,0.01,-0.87
270700,0.04,0.0,-0.87
270800,0.03,0.01,-0.87
270900,0.04,0.0,-0.87
271000,0.04,0.0,-0.87
271100,0.04,0.0,-0.87
271200,0.04,0.0,-0.87
271300,0.04,0.01,-0.86
271400,0.04,0.01,-0.87
271500,0.03,0.0,-0.88
271600,0.03,0.01,-0.86
271700,0.02,0.0,-0.88
271800,0.02,-0.01,-0.84
271900,0.05,-0.0,-0.89
272000,0.04,0.0,-0.88
272100,0.04,0.0,-0.86
272200,0.03,0.0,-0.88
272300,0.04,0.0,-0.87
272400,0.03,0.0,-0.89
272500,0.03,0.01,-0.87
272600,0.03,0.0,-0.86
272700,0.04,0.0,-0.86
272800,0.04,0.01,-0.84
272900,0.04,0.01,-0.85
273000,0.04,0.0,-0.87
273100,0.04,0.01,-0.87
273200,0.03,0.01,-0.87
273300,0.03,0.01,-0.86
273400,0.04,0.01,-0.87
273500,0.04,0.0,-0.87
273600,0.04,0.0,-0.87
273700,0.04,0.0,-0.87
273800,0.03,0.01,-0.87
273900,0.04,0.0,-0.88
274000,0.03,0.01,-0.86
274100,0.04,0.0,-0.86
274200,0.04,0.01,-0.87
274300,0.04,0.01,-0.86
274400,0.04,0.0,-0.86
274500,0.04,0.0,-0.88
274600,0.04,0.0,-0.87
274700,0.04,0.0,-0.87
274800,0.03,0.01,-0.87
274900,0.03,0.01,-0.87
275000,0.04,0.0,-0.87
275100,0.04,0.0,-0.87
275200,0.04,0.0,-0.87
275300,0.04,0.0,-0.86
275400,0.04,0.0,-0.87
275500,0.04,0.0,-0.87
275600,0.04,0.0,-0.87
275700,0.03,-0.01,-0.82
275800,0.03,0.01,-0.87
275900,0.04,0.0,-0.87
276000,0.04,0.0,-0.85
276100,0.04,0.0,-0.86
276200,0.03,0.0,-0.84
